area_R,std_dR,mean_H,t_recovery,cpu_step,effort,mode,seed
247.76445619133625,0.17466984634825095,0.854204776440202,100.10000000000001,7.505469165000001e-05,1.0,control,168737
249.93358624080116,0.1752764302060628,0.88174643507849,100.10000000000001,0.00027057414795000006,1.3613020360267571,fps,168737
252.9100875992076,0.19701220918213067,0.8387306641508203,100.7,7.130673749999996e-05,1.0,control,87499
252.88752175535626,0.19776485350503242,0.8567387475592061,100.7,0.00026869873955,1.4777517294360538,fps,87499
247.2194299348639,0.19434230058858995,0.8943002438742896,100.9,7.136816044999996e-05,1.0,control,941663
247.27798573848537,0.1946113659628825,0.9296788887295837,100.9,0.00026930892709999996,1.3959661186636885,fps,941663
253.88018152088185,0.1808430249397122,0.9068540526700891,104.5,7.228591664999993e-05,1.0,control,496276
255.36140168620605,0.18094691992066345,0.9049576035125625,104.5,0.00027085312500000003,1.3779227256532474,fps,496276
251.65249744264563,0.1535461744570777,0.8373204774401868,101.80000000000001,7.297913959999996e-05,1.0,control,748714
252.45629901768226,0.15560207614398844,0.8880733045125475,101.9,0.00027388756454999985,1.3390807660694675,fps,748714
245.66689654766262,0.16000489171823642,0.8865631877295987,101.80000000000001,7.351765414999995e-05,1.0,control,291806
247.59601221397986,0.1598532287155183,0.8571250799337842,101.10000000000001,0.0002775744375000002,1.3616878587012067,fps,291806
254.6742240504339,0.16795292784542942,0.8667585852360016,100.2,7.418421045000017e-05,1.0,control,807818
255.4788655203788,0.16811859701671683,0.8521464526715165,102.5,0.00027830258125000003,1.1119585411050348,fps,807818
254.64736391486633,0.21510625448586196,0.9233520192955261,100.4,7.430580000000014e-05,1.0,control,754274
255.69247308952396,0.21529864968223958,0.8493880237890933,100.4,0.0002793027207999998,1.1945554865767933,fps,754274
252.81580664658975,0.19552812754356347,0.875905828091326,103.2,7.442215835e-05,1.0,control,815804
254.01019996192008,0.19573483645560114,0.8807225807424346,103.2,0.0002837977312499998,1.3593183091796275,fps,815804
255.42935940407165,0.1680229998771677,0.865248468453053,103.80000000000001,7.47899396000001e-05,1.0,control,727306
258.44687553361877,0.16810402958660214,0.9436428842360166,103.7,0.00027908011250000016,1.3263430567529346,fps,727306
251.6165152187306,0.18086193548230564,0.8826190298999613,103.60000000000001,7.496461455000016e-05,1.0,control,393120
252.43298817517604,0.18039838817385126,0.8740093789337992,101.80000000000001,0.0002798127228999995,1.1967736760831833,fps,393120
253.25992976887093,0.20442615411211568,0.8832565518614388,102.4,7.60374458500003e-05,1.0,control,167335
253.2188312293856,0.20423024812164747,0.8961966930318161,102.4,0.00028281725415000024,1.293614333946162,fps,167335
249.54207092083612,0.22556734134957016,0.8596590510527881,103.30000000000001,7.483210415000059e-05,1.0,control,308631
249.72807650162727,0.22557577770889875,0.8387306641508202,103.30000000000001,0.00028073999375000016,1.2956488902792875,fps,308631
251.66670728981376,0.19889818153120709,0.8313799403807076,101.10000000000001,7.533652710000069e-05,1.0,control,915519
251.9116345596588,0.19845408528856026,0.9054438659594558,101.10000000000001,0.00028260428540000007,1.364449212878681,fps,915519
254.59624781560603,0.16988896635495215,0.8778022772488524,100.60000000000001,7.633112915000026e-05,1.0,control,613563
255.26988545427858,0.16970381935304435,0.9156149631508353,100.60000000000001,0.0002821363062499998,1.3747693879417762,fps,613563
248.7980559391219,0.17168384322199218,0.8913799403807074,100.10000000000001,7.548504790000052e-05,1.0,control,709628
251.7501906102275,0.17184017856088335,0.9049576035125625,100.10000000000001,0.0002824235708000003,1.3737901098345064,fps,709628
250.74792020787834,0.19043314007382448,0.9156149631508356,102.60000000000001,7.530068749999969e-05,1.0,control,505808
253.1889619124055,0.19019535497103862,0.8784397992103299,102.60000000000001,0.00028518108960000034,1.388142987719508,fps,505808
251.65425761717725,0.15898989667786104,0.8521464526715165,100.60000000000001,7.651252500000041e-05,1.0,control,213917
252.17674412085034,0.15985852199278996,0.840627113308347,100.60000000000001,0.0002829740208000004,1.3118194953817115,fps,213917
255.76991622699936,0.18436995748104015,0.909774356163671,102.5,7.573089170000032e-05,1.0,control,349820
