area_R,std_dR,mean_H,t_recovery,cpu_step,effort,mode,seed
32.004530350750535,0.08799067302521477,0.7943810779581468,102.7,6.70470415000004e-05,1.0,control,747319
32.40867809494841,0.08873651953188905,0.8233320137029941,102.60000000000001,0.0001734152084999998,0.8881515416799676,fps,747319
32.029348517306246,0.07669912911124567,0.8281991861922976,100.4,5.5656146000000464e-05,1.0,control,711068
32.26818901370573,0.07687046150874816,0.8975418265540247,100.4,0.0001711192084999986,0.8755098582341257,fps,711068
33.601410517195475,0.08193290022943575,0.7975418265540246,107.7,5.506197899999776e-05,1.0,control,669495
33.699071688352255,0.08266743977384655,0.7895139054688434,107.7,0.0001726463334999977,0.8323462038362834,fps,669495
33.960066356016306,0.0996743269695409,0.8153040926178128,100.7,5.538252099999852e-05,1.0,control,62533
34.12278320631591,0.09928420781679868,0.8410942797667823,100.7,0.00017142554149999966,0.8285053088315006,fps,62533
33.11822720430715,0.08778324006782506,0.8459614522560858,104.2,5.5652478999999037e-05,1.0,control,766902
33.538394042900975,0.08851228621403275,0.8281991861922975,104.2,0.0001723214375000026,0.8130315931327339,fps,766902
37.76194071497995,0.06711492499059923,0.7943810779581469,104.7,5.57458749999995e-05,1.0,control,715745
38.23729905236741,0.06709752310549864,0.774912388000933,103.60000000000001,0.0001715186039999992,0.8082012745257049,fps,715745
32.69612822553426,0.07741758759051869,0.8233320137029941,101.0,5.547154150000111e-05,1.0,control,363406
32.99383743916326,0.07793419413681706,0.8072761715326316,101.0,0.0001724859374999994,0.808443961262743,fps,363406
33.430902418080684,0.11044509505601613,0.7975418265540247,103.5,5.5293499999997664e-05,1.0,control,395521
33.32824391421547,0.11025772217191022,0.8104369201285094,100.30000000000001,0.000171176667000001,0.9031493063577666,fps,395521
31.60129766783767,0.07936976801714077,0.8233320137029941,102.60000000000001,5.5581042000000024e-05,1.0,control,312779
31.81620598904075,0.07912091367345962,0.8233320137029941,102.5,0.00017210983349999864,0.9219491552174056,fps,312779
33.41762824130432,0.08914301944958612,0.8104369201285094,105.0,5.5684520999999874e-05,1.0,control,352206
33.50873571467747,0.0893386226523645,0.823332013702994,105.0,0.0001712875204999982,0.8233849507728402,fps,352206
31.249806453913926,0.07767397302042393,0.8055697476392059,102.0,5.507014599999849e-05,1.0,control,499718
31.299089846281824,0.07703008904377816,0.7700452155116295,102.10000000000001,0.00017172937500000175,0.7428909594926439,fps,499718
32.452517640330804,0.09076774981154469,0.8201712651071164,102.30000000000001,6.32923544999997e-05,1.0,control,141767
32.580136760270406,0.09145555233342532,0.7895139054688435,103.4,0.0001748302914999975,0.7812207304807874,fps,141767
33.343943283817474,0.07972438360950754,0.8153040926178128,102.30000000000001,5.549360400000225e-05,1.0,control,346018
33.58719366384305,0.07982644741038647,0.853989373341267,102.2,0.00017203177100000034,0.8573372121765929,fps,346018
30.964180542605312,0.08149515202649404,0.8233320137029941,100.7,5.6184728999998154e-05,1.0,control,163333
31.02214850569669,0.08233153119580973,0.8491222008519634,100.60000000000001,0.0001716393750000016,0.8866942866576146,fps,163333
33.35287560050756,0.06566812691270084,0.8184648412136906,104.5,5.5153562499999255e-05,1.0,control,122567
33.40532681954251,0.06622487318788145,0.8184648412136906,104.5,0.00017237568750000064,0.9124527516048246,fps,122567
32.98881014079509,0.06513432975245531,0.8459614522560858,101.30000000000001,5.53177290000022e-05,1.0,control,315329
33.07764228924527,0.06525530364923898,0.8668844669157518,101.60000000000001,0.0001708059585000008,0.7420753576573058,fps,315329
31.78221989358849,0.08069867121690531,0.8362271072774787,102.30000000000001,5.584489599999998e-05,1.0,control,443954
31.759864949756857,0.08063741395436126,0.8233320137029941,102.4,0.00017266602099999772,0.8146107578895194,fps,443954
35.53982385227284,0.06964087326979272,0.8491222008519634,100.80000000000001,5.5574687499998276e-05,1.0,control,341263
35.53519541121291,0.06963508073474987,0.8410942797667823,100.80000000000001,0.0001711145209999998,0.8684928381248712,fps,341263
34.95823533890866,0.09244164859469733,0.8410942797667823,104.0,5.6417874999997505e-05,1.0,control,597997
35.003952259451296,0.0933872690520219,0.8491222008519634,104.10000000000001,0.0001728518749999992,0.857158033436582,fps,597997
30.763249464944025,0.07867492889770632,0.8491222008519634,100.2,5.537039599999716e-05,1.0,control,199296
31.03076668767862,0.07905138980419767,0.8104369201285094,100.2,0.00017043527099999879,0.860623109316635,fps,199296
32.21102620832098,0.06840796766479802,0.8588565458305704,102.10000000000001,5.5878770999999714e-05,1.0,control,100994
32.55241806281218,0.06859086829431241,0.8153040926178128,102.30000000000001,0.00017248631249999847,0.8608941501597038,fps,100994
33.9265364567504,0.07403993842192515,0.7895139054688434,102.4,5.567487500000112e-05,1.0,control,727182
34.14711829080329,0.07474314962477967,0.7878074815754177,102.4,0.00017137237500000068,0.7606252356148672,fps,727182
27.5134536321944,0.07473213502104152,0.8153040926178128,107.30000000000001,5.5487145499999004e-05,1.0,control,618922
27.720496462111193,0.07450650577447261,0.8588565458305705,107.30000000000001,0.0001734976039999978,0.8994120390357792,fps,618922
32.70086041319462,0.06901011543554296,0.7943810779581469,102.2,5.560985400000007e-05,1.0,control,242122
33.15453698871725,0.06995981715349088,0.8024089990433282,102.2,0.00017099966700000026,0.8117858907736452,fps,242122
33.56040417207149,0.08836959458740506,0.8072761715326316,100.30000000000001,5.5353729000000126e-05,1.0,control,597339
33.67905952044379,0.08861869892690209,0.8201712651071164,100.2,0.00017259656250000077,0.8758486095104839,fps,597339
30.106197104263693,0.0849968529818865,0.8233320137029941,105.30000000000001,5.58675209999997e-05,1.0,control,402304
30.287746877478913,0.0850230873544051,0.8055697476392059,103.9,0.00017200066699999894,0.9199457914179905,fps,402304
30.875424882597123,0.07213084391835799,0.8281991861922975,101.80000000000001,5.5916396000000645e-05,1.0,control,461515
31.33586621784183,0.07307624540251019,0.8410942797667823,101.9,0.00017363420849999755,0.9354564470021484,fps,461515
32.873753872813985,0.08989053441494227,0.8055697476392059,101.60000000000001,5.550458350000298e-05,1.0,control,236518
33.039938411039806,0.09028643480722696,0.8055697476392059,101.7,0.00017142172899999863,0.8483995430543712,fps,236518
30.677625407256187,0.08955502155371427,0.7926746540647213,103.10000000000001,5.603216700000146e-05,1.0,control,246202
30.721053988366748,0.08993980830800365,0.8104369201285094,103.10000000000001,0.00017293635399999728,0.8090969173406769,fps,246202
26.947939084799902,0.09368872317448405,0.753989373341267,104.30000000000001,5.655804150000066e-05,1.0,control,788177
27.147939690475063,0.09368540724070211,0.753989373341267,100.4,0.00017176706249999896,0.8111068923888073,fps,788177
