area_R,std_dR,mean_H,t_recovery,cpu_step,effort,mode,seed
32.004530350750535,0.08799067302521477,0.7943810779581468,102.7,5.870141699999998e-05,1.0,control,747319
32.40867809494841,0.08873651953188905,0.8233320137029941,102.60000000000001,0.00017264856249999983,0.8881515416799676,fps,747319
32.029348517306246,0.07669912911124567,0.8281991861922976,100.4,5.560241649999975e-05,1.0,control,711068
32.26818901370573,0.07687046150874816,0.8975418265540247,100.4,0.0001709545415,0.8755098582341257,fps,711068
33.601410517195475,0.08193290022943575,0.7975418265540246,107.7,5.489175000000035e-05,1.0,control,669495
33.699071688352255,0.08266743977384655,0.7895139054688434,107.7,0.00016971891699999996,0.8323462038362834,fps,669495
33.960066356016306,0.0996743269695409,0.8153040926178128,100.7,5.508891699999996e-05,1.0,control,62533
34.12278320631591,0.09928420781679868,0.8410942797667823,100.7,0.00016978352099999983,0.8285053088315006,fps,62533
33.11822720430715,0.08778324006782506,0.8459614522560858,104.2,5.502856249999999e-05,1.0,control,766902
33.538394042900975,0.08851228621403275,0.8281991861922975,104.2,0.00017060241649999997,0.8130315931327339,fps,766902
37.76194071497995,0.06711492499059923,0.7943810779581469,104.7,5.801335399999985e-05,1.0,control,715745
38.23729905236741,0.06709752310549864,0.774912388000933,103.60000000000001,0.00017609389600000024,0.8082012745257049,fps,715745
32.69612822553426,0.07741758759051869,0.8233320137029941,101.0,5.691493750000021e-05,1.0,control,363406
32.99383743916326,0.07793419413681706,0.8072761715326316,101.0,0.0001765044794999997,0.808443961262743,fps,363406
33.430902418080684,0.11044509505601613,0.7975418265540247,103.5,5.7627416999999956e-05,1.0,control,395521
33.32824391421547,0.11025772217191022,0.8104369201285094,100.30000000000001,0.00017517614550000005,0.9031493063577666,fps,395521
31.60129766783767,0.07936976801714077,0.8233320137029941,102.60000000000001,5.702541700000019e-05,1.0,control,312779
31.81620598904075,0.07912091367345962,0.8233320137029941,102.5,0.00018798866699999995,0.9219491552174056,fps,312779
33.41762824130432,0.08914301944958612,0.8104369201285094,105.0,5.64374790000004e-05,1.0,control,352206
33.50873571467747,0.0893386226523645,0.823332013702994,105.0,0.00017613352049999963,0.8233849507728402,fps,352206
31.249806453913926,0.07767397302042393,0.8055697476392059,102.0,5.721102100000053e-05,1.0,control,499718
31.299089846281824,0.07703008904377816,0.7700452155116295,102.10000000000001,0.00017668704150000013,0.7428909594926439,fps,499718
32.452517640330804,0.09076774981154469,0.8201712651071164,102.30000000000001,5.726370849999984e-05,1.0,control,141767
32.580136760270406,0.09145555233342532,0.7895139054688435,103.4,0.00017588691650000056,0.7812207304807874,fps,141767
33.343943283817474,0.07972438360950754,0.8153040926178128,102.30000000000001,5.710306250000041e-05,1.0,control,346018
33.58719366384305,0.07982644741038647,0.853989373341267,102.2,0.00017659999999999966,0.8573372121765929,fps,346018
30.964180542605312,0.08149515202649404,0.8233320137029941,100.7,5.6529707999999347e-05,1.0,control,163333
31.02214850569669,0.08233153119580973,0.8491222008519634,100.60000000000001,0.00018170197949999968,0.8866942866576146,fps,163333
33.35287560050756,0.06566812691270084,0.8184648412136906,104.5,5.838868749999993e-05,1.0,control,122567
33.40532681954251,0.06622487318788145,0.8184648412136906,104.5,0.0001770212915,0.9124527516048246,fps,122567
32.98881014079509,0.06513432975245531,0.8459614522560858,101.30000000000001,5.88942914999997e-05,1.0,control,315329
33.07764228924527,0.06525530364923898,0.8668844669157518,101.60000000000001,0.0001762564580000001,0.7420753576573058,fps,315329
31.78221989358849,0.08069867121690531,0.8362271072774787,102.30000000000001,5.709872949999984e-05,1.0,control,443954
31.759864949756857,0.08063741395436126,0.8233320137029941,102.4,0.00017747622900000072,0.8146107578895194,fps,443954
35.53982385227284,0.06964087326979272,0.8491222008519634,100.80000000000001,5.711587500000004e-05,1.0,control,341263
35.53519541121291,0.06963508073474987,0.8410942797667823,100.80000000000001,0.00018781618750000016,0.8684928381248712,fps,341263
34.95823533890866,0.09244164859469733,0.8410942797667823,104.0,5.7136728999999774e-05,1.0,control,597997
35.003952259451296,0.0933872690520219,0.8491222008519634,104.10000000000001,0.00017227164600000045,0.857158033436582,fps,597997
30.763249464944025,0.07867492889770632,0.8491222008519634,100.2,5.507897950000018e-05,1.0,control,199296
31.03076668767862,0.07905138980419767,0.8104369201285094,100.2,0.00017224318750000035,0.860623109316635,fps,199296
32.21102620832098,0.06840796766479802,0.8588565458305704,102.10000000000001,5.507120800000021e-05,1.0,control,100994
32.55241806281218,0.06859086829431241,0.8153040926178128,102.30000000000001,0.0001709663335,0.8608941501597038,fps,100994
33.9265364567504,0.07403993842192515,0.7895139054688434,102.4,5.551741649999986e-05,1.0,control,727182
