area_R,std_dR,mean_H,t_recovery,cpu_step,effort,mode,seed
247.76445619133625,0.17466984634825095,0.854204776440202,100.10000000000001,7.745700414999999e-05,1.0,control,168737
248.32083246572913,0.17513357835388121,0.8832565518614387,100.10000000000001,0.00027761706874999996,0.8548425702985141,fps,168737
252.9100875992076,0.19701220918213067,0.8387306641508203,100.7,7.398071874999994e-05,1.0,control,87499
252.94223485057574,0.1971382379909265,0.8435474168019292,100.7,0.00027685168959999993,0.8834443988859086,fps,87499
247.2194299348639,0.19434230058858995,0.8943002438742896,100.9,7.399344999999994e-05,1.0,control,941663
247.14849969631518,0.19490538145684774,0.9204317158019439,100.9,0.0002754429291999999,0.9000366148181371,fps,941663
253.88018152088185,0.1808430249397122,0.9068540526700891,104.5,7.414374375000001e-05,1.0,control,496276
254.29760798706062,0.18068631410774094,0.9068540526700892,104.5,0.0002744112750000001,0.8867563424991335,fps,496276
251.65249744264563,0.1535461744570777,0.8373204774401868,101.80000000000001,7.481797080000004e-05,1.0,control,748714
251.9814741780525,0.15426125019117404,0.8552286307762574,101.80000000000001,0.00027523446874999993,0.8521283807084821,fps,748714
245.66689654766262,0.16000489171823642,0.8865631877295987,101.80000000000001,7.499544789999995e-05,1.0,control,291806
246.3132361877267,0.16004450879312737,0.8943002438742896,101.80000000000001,0.0002768904874999997,0.8707125424736512,fps,291806
254.6742240504339,0.16795292784542942,0.8667585852360016,100.2,7.471844374999996e-05,1.0,control,807818
255.15263171415796,0.16800000780942778,0.8521464526715167,100.2,0.0002776390833499999,0.7936774539218548,fps,807818
254.64736391486633,0.21510625448586196,0.9233520192955261,100.4,7.521711039999986e-05,1.0,control,754274
255.03852528964714,0.2153908468546546,0.89873066415082,100.4,0.00027684606040000013,0.8305766594514159,fps,754274
252.81580664658975,0.19552812754356347,0.875905828091326,103.2,7.440137914999987e-05,1.0,control,815804
253.29521948740535,0.19565325415187462,0.9097743561636712,103.2,0.0002784569042000001,0.8286458034726656,fps,815804
255.42935940407165,0.1680229998771677,0.865248468453053,103.80000000000001,7.457278125000003e-05,1.0,control,727306
257.15805736565034,0.16834578474796075,0.8769296824273811,103.7,0.0002783732354500003,0.8426329328369471,fps,727306
